"cell_type"	"negative_fraction"	"long_method"	"dataset"	"dataset2"	"ndim"
"L4_2"	0.985611510791367	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"L5 PT"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"L5/6 IT"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"L6 CT"	0.8715953307393	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"L6 IT"	0.985294117647059	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"NP"	0	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"Oligo"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"Pvalb"	0.770642201834862	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"Sst"	0.957894736842105	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"Vip/Lamp5"	0.6	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	50
"Astro"	0.986666666666667	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"L2/3 IT"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"L4_1"	0.998111425873466	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"L4_2"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"L5 PT"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"L5/6 IT"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"L6 CT"	0.990920881971466	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"L6 IT"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"NP"	0	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"Oligo"	1	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"Pvalb"	0.844036697247706	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"Sst"	0.936842105263158	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"Vip/Lamp5"	0.6375	"Signac_all_cell_peaks"	"Chen2019"	"Chen_2019"	100
"Astro"	0.386666666666667	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"L2/3 IT"	0.983391003460208	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"L4_1"	0.599622285174693	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"L4_2"	0.952038369304556	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"L5 PT"	0.853146853146853	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"L5/6 IT"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"L6 CT"	0.823605706874189	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"L6 IT"	0.617647058823529	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"NP"	0	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"Oligo"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"Pvalb"	0.853211009174312	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"Sst"	0.389473684210526	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"Vip/Lamp5"	0.9625	"ArchR_tiles"	"Chen2019"	"Chen_2019"	30
"Astro"	0.6	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"L2/3 IT"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"L4_1"	0.912181303116147	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"L4_2"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"L5 PT"	0.982517482517482	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"L5/6 IT"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"L6 CT"	0.966277561608301	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"L6 IT"	0.794117647058823	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"NP"	0	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"Oligo"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"Pvalb"	0.926605504587156	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"Sst"	0.621052631578947	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"Vip/Lamp5"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	50
"Astro"	0.653333333333333	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"L2/3 IT"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"L4_1"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"L4_2"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"L5 PT"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"L5/6 IT"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"L6 CT"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"L6 IT"	0.955882352941177	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"NP"	0	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"Oligo"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"Pvalb"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"Sst"	0.852631578947368	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"Vip/Lamp5"	1	"ArchR_tiles"	"Chen2019"	"Chen_2019"	100
"Astro"	0.453333333333333	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"L2/3 IT"	0.969550173010381	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"L4_1"	0.563739376770538	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"L4_2"	0.916067146282974	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"L5 PT"	0.797202797202797	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"L5/6 IT"	0.98705035971223	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"L6 CT"	0.804150453955901	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"L6 IT"	0.632352941176471	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"NP"	0	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"Oligo"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"Pvalb"	0.73394495412844	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"Sst"	0.978947368421053	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"Vip/Lamp5"	0.85	"ArchR_peaks"	"Chen2019"	"Chen_2019"	30
"Astro"	0.466666666666667	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"L2/3 IT"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"L4_1"	0.957507082152975	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"L4_2"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"L5 PT"	0.996503496503496	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"L5/6 IT"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"L6 CT"	0.987029831387808	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"L6 IT"	0.852941176470588	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"NP"	0.0303030303030303	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"Oligo"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"Pvalb"	0.834862385321101	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"Sst"	0.884210526315789	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"Vip/Lamp5"	0.775	"ArchR_peaks"	"Chen2019"	"Chen_2019"	50
"Astro"	0.666666666666667	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"L2/3 IT"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"L4_1"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"L4_2"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"L5 PT"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"L5/6 IT"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"L6 CT"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"L6 IT"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"NP"	0	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"Oligo"	1	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"Pvalb"	0.935779816513762	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"Sst"	0.978947368421053	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"Vip/Lamp5"	0.9625	"ArchR_peaks"	"Chen2019"	"Chen_2019"	100
"Astro"	0.266666666666667	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"L2/3 IT"	0.6	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"L4_1"	1	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"L4_2"	0.0407673860911271	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"L5 PT"	0	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"L5/6 IT"	0.359712230215827	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"L6 CT"	0.465629053177691	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"L6 IT"	0.176470588235294	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"NP"	0.96969696969697	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"Oligo"	0.727272727272727	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"Pvalb"	0.0275229357798165	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"Sst"	0.831578947368421	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"Vip/Lamp5"	0.5875	"SnapATAC1"	"Chen2019"	"Chen_2019"	30
"Astro"	0.306666666666667	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"L2/3 IT"	0.975086505190311	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"L4_1"	1	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"L4_2"	0.182254196642686	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"L5 PT"	0	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"L5/6 IT"	0.558273381294964	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"L6 CT"	0.954604409857328	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"L6 IT"	0.426470588235294	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"NP"	0.96969696969697	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"Oligo"	0.772727272727273	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"Pvalb"	0.055045871559633	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"Sst"	0.884210526315789	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"Vip/Lamp5"	0.8	"SnapATAC1"	"Chen2019"	"Chen_2019"	50
"Astro"	0.893333333333333	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"L2/3 IT"	1	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"L4_1"	1	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"L4_2"	0.959232613908873	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"L5 PT"	0	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"L5/6 IT"	0.998561151079137	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"L6 CT"	1	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"L6 IT"	0.941176470588235	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"NP"	1	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"Oligo"	0.96969696969697	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"Pvalb"	0.73394495412844	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"Sst"	1	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"Vip/Lamp5"	1	"SnapATAC1"	"Chen2019"	"Chen_2019"	100
"Astro"	0.4	"aggregation"	"Chen2019"	"Chen_2019"	30
"L2/3 IT"	0.256747404844291	"aggregation"	"Chen2019"	"Chen_2019"	30
"L4_1"	0.0887629839471199	"aggregation"	"Chen2019"	"Chen_2019"	30
"L4_2"	0.254196642685851	"aggregation"	"Chen2019"	"Chen_2019"	30
"L5 PT"	0.160839160839161	"aggregation"	"Chen2019"	"Chen_2019"	30
"L5/6 IT"	0.535251798561151	"aggregation"	"Chen2019"	"Chen_2019"	30
"L6 CT"	0.124513618677043	"aggregation"	"Chen2019"	"Chen_2019"	30
"L6 IT"	0.147058823529412	"aggregation"	"Chen2019"	"Chen_2019"	30
"NP"	0.0303030303030303	"aggregation"	"Chen2019"	"Chen_2019"	30
"Oligo"	1	"aggregation"	"Chen2019"	"Chen_2019"	30
"Pvalb"	0.376146788990826	"aggregation"	"Chen2019"	"Chen_2019"	30
"Sst"	0.631578947368421	"aggregation"	"Chen2019"	"Chen_2019"	30
"Vip/Lamp5"	0.75	"aggregation"	"Chen2019"	"Chen_2019"	30
"Astro"	0.346666666666667	"aggregation"	"Chen2019"	"Chen_2019"	50
"L2/3 IT"	0.247750865051903	"aggregation"	"Chen2019"	"Chen_2019"	50
"L4_1"	0.084985835694051	"aggregation"	"Chen2019"	"Chen_2019"	50
"L4_2"	0.258992805755396	"aggregation"	"Chen2019"	"Chen_2019"	50
"L5 PT"	0.171328671328671	"aggregation"	"Chen2019"	"Chen_2019"	50
"L5/6 IT"	0.529496402877698	"aggregation"	"Chen2019"	"Chen_2019"	50
"L6 CT"	0.111543450064851	"aggregation"	"Chen2019"	"Chen_2019"	50
"L6 IT"	0.191176470588235	"aggregation"	"Chen2019"	"Chen_2019"	50
"NP"	0.0303030303030303	"aggregation"	"Chen2019"	"Chen_2019"	50
"Oligo"	1	"aggregation"	"Chen2019"	"Chen_2019"	50
"Pvalb"	0.36697247706422	"aggregation"	"Chen2019"	"Chen_2019"	50
"Sst"	0.610526315789474	"aggregation"	"Chen2019"	"Chen_2019"	50
"Vip/Lamp5"	0.875	"aggregation"	"Chen2019"	"Chen_2019"	50
"Astro"	0.306666666666667	"aggregation"	"Chen2019"	"Chen_2019"	100
"L2/3 IT"	0.233910034602076	"aggregation"	"Chen2019"	"Chen_2019"	100
"L4_1"	0.072710103871577	"aggregation"	"Chen2019"	"Chen_2019"	100
"L4_2"	0.251798561151079	"aggregation"	"Chen2019"	"Chen_2019"	100
"L5 PT"	0.297202797202797	"aggregation"	"Chen2019"	"Chen_2019"	100
"L5/6 IT"	0.392805755395683	"aggregation"	"Chen2019"	"Chen_2019"	100
"L6 CT"	0.102464332036316	"aggregation"	"Chen2019"	"Chen_2019"	100
"L6 IT"	0.352941176470588	"aggregation"	"Chen2019"	"Chen_2019"	100
"NP"	0.0303030303030303	"aggregation"	"Chen2019"	"Chen_2019"	100
"Oligo"	1	"aggregation"	"Chen2019"	"Chen_2019"	100
"Pvalb"	0.0917431192660551	"aggregation"	"Chen2019"	"Chen_2019"	100
"Sst"	0.936842105263158	"aggregation"	"Chen2019"	"Chen_2019"	100
"Vip/Lamp5"	0.8125	"aggregation"	"Chen2019"	"Chen_2019"	100
"Astro"	0.506666666666667	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"L2/3 IT"	0.244290657439446	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"L4_1"	0.53918791312559	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"L4_2"	0.0119904076738609	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"L5 PT"	0.0734265734265734	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"L5/6 IT"	0.305035971223022	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"L6 CT"	0.337224383916991	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"L6 IT"	0.558823529411765	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"NP"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"Oligo"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"Pvalb"	0.275229357798165	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"Sst"	0.978947368421053	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"Vip/Lamp5"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	30
"Astro"	0.96	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"L2/3 IT"	0.450519031141869	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"L4_1"	0.867799811142587	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"L4_2"	0.00479616306954436	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"L5 PT"	0.0944055944055944	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"L5/6 IT"	0.407194244604317	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"L6 CT"	0.861219195849546	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"L6 IT"	0.941176470588235	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"NP"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"Oligo"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"Pvalb"	0.990825688073395	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"Sst"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"Vip/Lamp5"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	50
"Astro"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"L2/3 IT"	0.946712802768166	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"L4_1"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"L4_2"	0	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"L5 PT"	0.136363636363636	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"L5/6 IT"	0.648920863309353	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"L6 CT"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"L6 IT"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"NP"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"Oligo"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"Pvalb"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"Sst"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"Vip/Lamp5"	1	"SnapATAC2_jaccard"	"Chen2019"	"Chen_2019"	100
"Astro"	0.333333333333333	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"L2/3 IT"	0.204844290657439	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"L4_1"	0.430594900849858	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"L4_2"	0.0167865707434053	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"L5 PT"	0.048951048951049	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"L5/6 IT"	0.269064748201439	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"L6 CT"	0.169909208819715	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"L6 IT"	0.367647058823529	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"NP"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"Oligo"	0.954545454545455	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"Pvalb"	0.0917431192660551	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"Sst"	0.947368421052632	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"Vip/Lamp5"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	30
"Astro"	0.68	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"L2/3 IT"	0.321799307958477	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"L4_1"	0.725212464589235	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"L4_2"	0.00479616306954436	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"L5 PT"	0.0524475524475524	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"L5/6 IT"	0.273381294964029	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"L6 CT"	0.492866407263294	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"L6 IT"	0.838235294117647	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"NP"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"Oligo"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"Pvalb"	0.495412844036697	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"Sst"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"Vip/Lamp5"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	50
"Astro"	0.986666666666667	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"L2/3 IT"	0.756401384083045	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"L4_1"	0.998111425873466	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"L4_2"	0.00239808153477218	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"L5 PT"	0.0699300699300699	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"L5/6 IT"	0.424460431654676	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"L6 CT"	0.998702983138781	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"L6 IT"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"NP"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"Oligo"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"Pvalb"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"Sst"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"Vip/Lamp5"	1	"SnapATAC2_cosine"	"Chen2019"	"Chen_2019"	100
"B intermediate"	0.312	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"B memory"	0.173913043478261	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"B naive"	0.0751633986928105	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD14 Mono"	1	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD16 Mono"	0.338672768878719	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD4 Naive_1"	0.0726915520628684	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD4 Naive_2"	0.51219512195122	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD4 TCM"	0.467778620166793	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD8 Naive_1"	0.110204081632653	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD8 Naive_2"	0.411444141689373	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD8 TEM_1"	0.606694560669456	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"CD8 TEM_2"	0.131195335276968	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"NK"	0.1025	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"cDC2"	0.567164179104478	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"pDC"	0.19672131147541	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	30
"B intermediate"	0.432	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"B memory"	0.173913043478261	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"B naive"	0.0882352941176471	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD14 Mono"	1	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD16 Mono"	1	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD4 Naive_1"	0.0726915520628684	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD4 Naive_2"	0.51219512195122	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD4 TCM"	0.479909021986353	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD8 Naive_1"	0.110204081632653	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD8 Naive_2"	0.408719346049046	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD8 TEM_1"	0.594142259414226	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"CD8 TEM_2"	0.134110787172012	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"NK"	0.1075	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"cDC2"	1	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"pDC"	1	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	50
"B intermediate"	0.82	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"B memory"	0.217391304347826	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"B naive"	0.117647058823529	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD14 Mono"	1	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD16 Mono"	1	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD4 Naive_1"	0.0717092337917485	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD4 Naive_2"	0.51219512195122	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD4 TCM"	0.498104624715694	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD8 Naive_1"	0.112244897959184	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD8 Naive_2"	0.405994550408719	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD8 TEM_1"	0.594142259414226	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"CD8 TEM_2"	0.134110787172012	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
"NK"	0.1375	"Signac_by_cluster_peaks"	"10X PBMC multiomics"	"PBMC_multiomics"	100
